venue,event_id,location,region,gender,rank,name,nationality,age_group,finish_time,finish_seconds
Anaheim 2025,H_LR3MS4JI11AC,"Anaheim, CA, USA",North America,W,98,"Medley, Nicole",USA,30-34,01:19:06,4746
Anaheim 2025,H_LR3MS4JI11AC,"Anaheim, CA, USA",North America,W,99,"Urban, Taylore",USA,30-34,01:19:10,4750
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,1,"Glen, Jonathan",GBR,25-29,00:58:30,3510
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,10,"TenElshof, Austin",USA,30-34,01:02:34,3754
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,100,"Bergero, Gaston",ARG,30-34,01:12:34,4354
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,11,"Hartman, Michael",USA,35-39,01:02:37,3757
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,12,"Shaw, Kahleel",USA,25-29,01:02:47,3767
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,13,"Downey, Nick",USA,45-49,01:03:08,3788
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,14,"Colon, Jesse",USA,30-34,01:03:22,3802
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,15,"Wong, Chris",CAN,35-39,01:03:31,3811
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,16,"LUCAS, PATRICK",GBR,25-29,01:03:39,3819
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,17,"Truesdale, Dylan",USA,25-29,01:03:42,3822
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,18,"Williams, Sunny",USA,40-44,01:03:56,3836
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,19,"Edge, Richard",USA,35-39,01:04:02,3842
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,2,"Key, Malik",USA,25-29,00:58:54,3534
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,20,"Ceoffe, Michael",USA,30-34,01:04:27,3867
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,21,"Hall, Justin",USA,30-34,01:04:30,3870
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,22,"O’Donnell, Shane",USA,35-39,01:04:35,3875
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,23,"Caughran, Colin",USA,40-44,01:05:00,3900
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,24,"Nicholas, Jimmy",USA,30-34,01:05:00,3900
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,25,"Miller, Dakota",USA,30-34,01:05:17,3917
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,26,"Bernier, Kyle",USA,30-34,01:05:32,3932
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,27,"Mellas, Nathan",USA,30-34,01:05:43,3943
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,28,"Scrivner, Matthew",USA,16-24,01:05:48,3948
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,29,"Kropf, Reagan",USA,16-24,01:06:00,3960
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,3,"Nurse, Dylan",USA,25-29,00:59:57,3597
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,30,"Freeman, Brandon",CAN,25-29,01:06:19,3979
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,31,"Ribelli, Neil",USA,30-34,01:06:31,3991
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,32,"Freeman, Brendan",USA,30-34,01:06:56,4016
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,33,"Wilkins, Aaron",USA,40-44,01:06:56,4016
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,34,"Bobay, Harley",USA,45-49,01:07:00,4020
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,35,"Miller, Sam",USA,30-34,01:07:04,4024
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,36,"Arroyo, Robbie",USA,35-39,01:07:16,4036
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,37,"Russell, Tom",USA,35-39,01:07:17,4037
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,38,"McConkey, Avery",USA,16-24,01:07:21,4041
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,39,"Delzer, Ronnie",USA,40-44,01:07:21,4041
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,4,"Kalyuzhnyy, Vadym",UKR,25-29,01:00:41,3641
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,40,"Calisto, Kiefer",USA,30-34,01:07:36,4056
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,41,"de Medeiros, Lucas",BRA,35-39,01:07:39,4059
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,42,"Wallace, Larry",USA,35-39,01:07:42,4062
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,43,"Henrich, Ryan",USA,35-39,01:07:46,4066
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,44,"Chamberlain, Montgomery",USA,25-29,01:07:56,4076
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,45,"Venegas, Henry",CRC,30-34,01:08:02,4082
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,46,"McDonald, Hugh",AUS,35-39,01:08:05,4085
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,47,"Lind, Brayden",USA,16-24,01:08:06,4086
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,48,"Davis, Harrison",USA,25-29,01:08:08,4088
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,49,"Hambrecht, Jeff",USA,35-39,01:08:09,4089
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,5,"O'Connor, Evan",USA,25-29,01:00:42,3642
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,50,"Fulare, CJ",USA,25-29,01:08:10,4090
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,51,"Gossett, Matt",USA,35-39,01:08:11,4091
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,52,"wade, sean",USA,55-59,01:08:18,4098
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,53,"McAllister, Logan",USA,25-29,01:08:18,4098
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,54,"Robichaux, Andrew",USA,35-39,01:08:32,4112
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,55,"Scalavino, Austin",ITA,25-29,01:08:34,4114
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,56,"Cantrell, Cory",USA,25-29,01:08:36,4116
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,57,"Ramirez, Jeremiah",USA,16-24,01:08:44,4124
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,58,"Reynolds, Kendall",USA,35-39,01:08:52,4132
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,59,"Koskimaki, Jeffrey",USA,35-39,01:08:54,4134
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,6,"Walkington, Al",USA,35-39,01:01:22,3682
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,60,"Engel, Logan",USA,30-34,01:09:05,4145
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,61,"Shelby, Matthew",USA,45-49,01:09:24,4164
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,62,"SNEE, TIM",USA,50-54,01:09:25,4165
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,63,"Fasulkey, Alexzander",USA,16-24,01:09:57,4197
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,64,"Brown, Nathan",USA,25-29,01:09:58,4198
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,65,"Magalhaes, Michael",POR,16-24,01:09:59,4199
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,66,"Wiese, Ryan",USA,30-34,01:10:06,4206
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,67,"Sugatan, Justin",USA,25-29,01:10:10,4210
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,68,"Stephens, Mason",USA,25-29,01:10:17,4217
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,69,"Essex, George",GBR,25-29,01:10:20,4220
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,7,"Grafentin, Grant",USA,30-34,01:01:55,3715
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,70,"Brown, Justin",USA,35-39,01:10:31,4231
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,71,"Chau, Trey",CHN,30-34,01:10:33,4233
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,72,"Patrick, Andrew",USA,30-34,01:10:38,4238
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,73,"Meade, Nate",USA,25-29,01:10:44,4244
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,74,"Fredette, Noah",USA,45-49,01:10:45,4245
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,75,"Finke, Nick",USA,25-29,01:10:45,4245
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,76,"Brame, Grady",USA,30-34,01:10:46,4246
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,77,"Chavez, Jefte",USA,30-34,01:10:47,4247
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,78,"Brown, Christopher",USA,35-39,01:10:48,4248
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,79,"Ward, Jackson",USA,16-24,01:11:03,4263
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,8,"Walkington, Jon",USA,40-44,01:02:27,3747
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,80,"Smoak, Michael",USA,25-29,01:11:08,4268
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,81,"Dedoes, Mike",USA,35-39,01:11:17,4277
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,82,"McCollum, Timothy",USA,40-44,01:11:26,4286
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,83,"Phillips, Eric",USA,35-39,01:11:33,4293
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,84,"Kallin, Adam",USA,35-39,01:11:37,4297
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,85,"Kirchoff, Dan",USA,40-44,01:11:45,4305
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,86,"Barrett, Stephen",USA,30-34,01:11:47,4307
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,87,"Barrett, Jeremy",USA,35-39,01:11:49,4309
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,88,"Lawrence, Jacob",USA,30-34,01:11:51,4311
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,89,"Martin, Jordan",USA,25-29,01:12:01,4321
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,9,"Catani, Kellen",USA,30-34,01:02:31,3751
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,90,"Finley, Chase",USA,16-24,01:12:06,4326
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,91,"Ciuffo, Chris",USA,30-34,01:12:14,4334
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,92,"Weller, Spencer",USA,25-29,01:12:15,4335
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,93,"Frank, Erik",USA,50-54,01:12:18,4338
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,94,"Collins, T.J.",USA,35-39,01:12:20,4340
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,95,"Wilkin, Russ",USA,35-39,01:12:24,4344
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,96,"griffin, khalil",USA,35-39,01:12:29,4349
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,97,"Bouhana, Kyle",USA,35-39,01:12:29,4349
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,98,"Wong, Jason",USA,45-49,01:12:33,4353
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,M,99,"Link, Matthew",USA,30-34,01:12:34,4354
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,1,"Fagre, Carleigh",USA,30-34,01:05:28,3928
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,10,"Hutchinson, Natalie",USA,30-34,01:09:48,4188
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,100,"Wright, Marlo",USA,45-49,01:20:56,4856
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,11,"Pratt, Katelin",USA,25-29,01:10:09,4209
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,12,"Keating, Bonnie",USA,40-44,01:10:14,4214
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,13,"Schell, Kirstin",CAN,45-49,01:10:25,4225
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,14,"Hall, Taylor",USA,30-34,01:10:32,4232
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,15,"Edwards, Laura Jean",USA,35-39,01:10:32,4232
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,16,"Langlois, Doriane",FRA,30-34,01:10:41,4241
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,17,"Payne, Shannon",USA,35-39,01:10:54,4254
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,18,"Streetman, Cristin",USA,45-49,01:10:56,4256
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,19,"Knoll, Taylor",USA,30-34,01:11:21,4281
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,2,"Leon, Danitza",USA,25-29,01:07:20,4040
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,20,"Betancourt, Xasha",PUR,35-39,01:11:35,4295
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,21,"Duval, Laura",USA,35-39,01:11:46,4306
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,22,"Parda, Chase",USA,35-39,01:11:51,4311
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,23,"Fox, Pamela",USA,40-44,01:11:58,4318
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,24,"Ressler, Rachel",USA,30-34,01:12:20,4340
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,25,"Tyson, Lauren",RSA,25-29,01:12:21,4341
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,26,"Sottile, Dominique",USA,25-29,01:12:26,4346
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,27,"Rice, Ellie",USA,25-29,01:12:34,4354
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,28,"cavallo, kathryn",USA,25-29,01:12:37,4357
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,29,"Walker, Deyana",USA,25-29,01:12:39,4359
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,3,"Guidry, Karyn",USA,35-39,01:07:30,4050
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,30,"Davis, Becca",USA,35-39,01:13:07,4387
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,31,"Miller, Cora",USA,35-39,01:13:38,4418
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,32,"Frederick, Hayden",USA,25-29,01:13:39,4419
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,33,"Triani, Samantha",USA,25-29,01:13:45,4425
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,34,"tovey, Nicole",USA,40-44,01:13:52,4432
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,35,"Szekely, Kata",HUN,35-39,01:13:53,4433
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,36,"Loftis, Emily",USA,45-49,01:14:27,4467
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,37,"Goncalves, Hannah",USA,25-29,01:14:29,4469
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,38,"Boose, Abigail",USA,16-24,01:14:33,4473
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,39,"De la garza, Valeria",MEX,30-34,01:14:43,4483
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,4,"Hudson, Holly",USA,25-29,01:08:19,4099
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,40,"Berger, Sydney",USA,25-29,01:14:44,4484
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,41,"Palermo, Renee",USA,25-29,01:14:50,4490
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,42,"Mayo, Kira",USA,35-39,01:15:05,4505
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,43,"Henshaw, Rebecca",GBR,30-34,01:15:35,4535
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,44,"Lee, Jamie",USA,35-39,01:15:36,4536
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,45,"Mattison, Erica",USA,40-44,01:15:43,4543
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,46,"Kaset, Julia",USA,25-29,01:15:44,4544
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,47,"Radloff, Sydney",USA,25-29,01:15:46,4546
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,48,"Monday, Lauren",USA,16-24,01:16:03,4563
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,49,"Starosto, Margaret",USA,35-39,01:16:05,4565
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,5,"Dewan, Diana",USA,35-39,01:08:19,4099
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,50,"Woodall, Paige",USA,30-34,01:16:05,4565
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,51,"Abdo, Joyce",USA,40-44,01:16:20,4580
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,52,"Garner, Darby",USA,30-34,01:16:34,4594
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,53,"Rollins, Catie",USA,35-39,01:16:42,4602
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,54,"Smith, Sarah",USA,30-34,01:16:54,4614
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,55,"Maruyama, Riho",USA,25-29,01:16:54,4614
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,56,"Russell, Samantha",USA,25-29,01:17:06,4626
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,57,"Houston, Amy",CAN,35-39,01:17:13,4633
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,58,"Hawkins, Megan",USA,35-39,01:17:22,4642
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,59,"Humsi, Erin",USA,40-44,01:17:23,4643
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,6,"Willis, Barrett",USA,35-39,01:08:28,4108
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,60,"Rodrigues dos Santos, Nicole",USA,25-29,01:17:35,4655
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,61,"Somerville, Laura",USA,25-29,01:17:43,4663
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,62,"Young, Savannah",USA,16-24,01:18:06,4686
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,63,"Vesterinen, Heidi",FIN,45-49,01:18:11,4691
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,64,"Ham, Sarah",USA,25-29,01:18:17,4697
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,65,"Braunbeck, Olivia",USA,16-24,01:18:18,4698
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,66,"Richard, Kelley",USA,45-49,01:18:22,4702
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,67,"Konstanzer, Meah",USA,16-24,01:18:22,4702
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,68,"Nelson, Delaney",USA,30-34,01:18:42,4722
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,69,"Brown, Demis",USA,16-24,01:18:42,4722
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,7,"Corriher, Emily",USA,25-29,01:08:58,4138
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,70,"Momsen, Lisa",USA,35-39,01:18:44,4724
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,71,"Keane, Delaney",USA,35-39,01:18:50,4730
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,72,"Florea, Shannon",USA,45-49,01:18:51,4731
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,73,"Hankin, Ellie",USA,16-24,01:18:56,4736
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,74,"Fogarty, Shannon",USA,35-39,01:18:58,4738
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,75,"Sparks, Madi",USA,16-24,01:19:04,4744
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,76,"Scarbrough, Jess",USA,35-39,01:19:07,4747
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,77,"Mark, Chloe",USA,25-29,01:19:18,4758
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,78,"Nelson, Sarah",USA,35-39,01:19:25,4765
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,79,"Gross, Ann",USA,45-49,01:19:27,4767
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,8,"Baumann, Katie",USA,35-39,01:09:25,4165
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,80,"Mitchell, Alice",CAN,25-29,01:19:39,4779
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,81,"Bocklet, Marisa",USA,25-29,01:19:43,4783
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,82,"Rafferty, Maggie",CAN,40-44,01:19:44,4784
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,83,"White, Riley",USA,16-24,01:19:51,4791
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,84,"Lynn, Morgan",USA,35-39,01:19:52,4792
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,85,"Douglas, Lauren",USA,35-39,01:19:53,4793
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,86,"Potash, Brenna",USA,35-39,01:19:59,4799
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,87,"Sever, Kate",USA,16-24,01:20:04,4804
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,88,"FILER, JAIME",USA,35-39,01:20:06,4806
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,89,"Jacobs, Kirstian",USA,40-44,01:20:07,4807
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,9,"Yingling, Sara",USA,35-39,01:09:27,4167
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,90,"Wallace, Heather",USA,40-44,01:20:11,4811
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,91,"Walker, Allison",USA,25-29,01:20:11,4811
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,92,"Wilbourn, Emma",USA,30-34,01:20:13,4813
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,93,"Sherrill, Lindsey",USA,35-39,01:20:20,4820
Atlanta 2025,H_Atlanta25_OVERALL,"Atlanta, GA, USA",North America,W,94,"Shoup, Jody",USA,45-49,01:20:23,4823
